bytes,response_time,request_type_dummy,endpoint_dummy,is_error,os_Mac OS X,os_Windows,os_iOS,d_Mac,d_OnePlus ONEPLUS A6000,d_Other,d_iPhone,b_Chrome Mobile,b_Edge,b_Edge Mobile,b_Firefox,b_Firefox Mobile,b_Mobile Safari,b_Opera,b_Opera Mobile,b_Safari
5057,654.2851222013694,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5591,806.44676797102,2,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4861,567.7290138153962,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4561,455.2794913579635,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5109,522.238653642688,1,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5078,817.0057644808368,2,4,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5180,476.5901740390621,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4663,477.6059800672256,3,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5574,1028.458848332647,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5076,1169.987540214027,2,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4868,273.53679082679906,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5147,464.89522438429316,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4939,594.3231068619297,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6022,1092.4071034739534,3,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
3833,398.5416031496967,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4959,697.4977484418126,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5547,417.70357697246783,0,4,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4617,387.8637453721693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5516,514.5592932564281,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4255,54.82546923848588,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5365,634.4809076924629,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5245,461.32798085078196,0,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4375,812.2579691439813,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4456,502.05382118744296,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4291,620.9472995679724,3,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5711,931.8957065652983,2,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5631,1211.6587738917262,3,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4992,848.3126923410385,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5152,799.2941124416905,3,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3979,521.6523217766638,2,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4844,725.3955600727181,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4703,700.6309306722088,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5141,323.07838832778214,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5536,453.4044070967935,1,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4682,536.2481233494124,1,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4714,565.6195996634933,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5380,776.2130051196253,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4224,566.8635192503506,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5032,240.70923668182826,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5097,746.7079816517418,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4991,348.770388386697,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5380,704.0914493758543,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4788,212.4216517081286,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5121,394.50965309091634,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4873,486.481180182019,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4021,690.6303754365014,2,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5386,345.36998234119346,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4868,926.9676060096042,3,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4910,405.44072452954356,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4047,539.7415044959101,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4081,456.1366127543977,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4226,877.6235632661515,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4968,443.59862366926257,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5000,591.3486952036377,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3904,524.5579251833292,2,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5098,784.9341350845319,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5008,411.16118071794034,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4230,461.92811631794746,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4995,737.5961800414955,2,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4185,163.884906225961,0,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5217,353.9811305623656,0,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4898,569.2587129300415,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5243,399.03100554913823,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5735,681.8540487680149,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4745,701.3873212010722,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4343,289.40627508765795,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4173,842.3198470205302,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5188,635.3757985274959,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4836,933.518548685434,3,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5458,437.822553857175,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4549,480.55186348827107,3,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5354,307.56107182401183,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4892,576.1979876803885,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4911,706.8143467344149,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4755,546.0623275420453,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4587,438.6172682622216,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4453,389.21413601616075,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5084,824.1341757815323,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4414,656.722753578501,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4936,598.5729128810606,1,4,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4786,996.7714285297773,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4340,661.3626562930541,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4964,695.2421574164384,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5007,832.7941830888602,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4702,479.430125522011,3,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5343,710.2984670482294,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5213,499.3527365615602,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5491,539.6510197121999,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5501,817.2408145985897,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4268,1004.9172254042583,3,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5893,916.9679220592993,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4581,592.2314203662864,1,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5276,595.3671478633613,3,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5137,248.58558956281468,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5843,506.84055649290445,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5188,364.3833761651102,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4773,516.1635653299949,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4180,429.50490272178257,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4630,345.3182515008904,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5490,753.1791416760016,2,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4905,273.7246410310965,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4804,693.6031161999582,0,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5825,814.0014609438892,1,4,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4943,604.8104431213753,3,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5032,691.2980554138462,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4920,575.5809070557998,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5270,782.3337086235713,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3960,775.3084434399159,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4913,240.01589679240107,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4839,692.9144046319875,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4643,448.93355205776504,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4650,514.5362613951501,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4929,860.5208412329744,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5391,358.90895736895186,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4950,976.6773176170533,2,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4763,524.0507688392516,2,3,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5284,872.5007887973096,2,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5403,809.2025993107725,3,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5218,951.5935286304356,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4776,844.9187277781974,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5164,638.3749273936301,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5275,411.30715377019317,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4707,330.9619765495674,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4683,685.4519929201995,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4909,699.4395507395304,2,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5045,518.0716453235295,1,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4645,438.02432266369516,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4931,418.3806859849915,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4460,671.4141864970821,3,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5404,508.83150448061014,1,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4398,220.8373342329247,1,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5151,385.108340257151,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4679,660.8569346488362,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5404,729.288336094177,3,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5008,847.2592135834462,3,4,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5135,485.9573335469785,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4986,551.6135296401395,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5417,682.5957538005653,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5070,662.73474206674,0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4554,622.1857674906742,3,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5647,941.080556853447,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4366,962.6564181458091,3,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5846,706.2500746317343,3,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4629,359.4340599287273,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5428,856.4946507349501,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4129,402.11918820871443,2,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5657,979.4951814696858,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5081,662.1382306024573,3,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5020,757.0164360028976,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4112,620.7114458298465,3,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5039,839.7103122690136,2,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5330,453.98379358590455,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6281,1052.6419005842827,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4307,585.657223435429,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4724,613.2433492738563,2,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5473,934.4256827300161,3,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5151,511.9573611475971,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5049,649.034906401307,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5574,447.7382579103147,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4619,830.7012796844655,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5334,312.3158727367926,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4904,362.4759900866397,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5560,405.4648989911253,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5753,429.51080260693493,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5398,538.4590235143992,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4441,480.80819810689724,3,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5178,557.4438668777382,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4479,381.90136506620183,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4493,758.0998750314043,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4371,558.9675316172522,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5149,668.7603226546055,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5429,551.7395450306856,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3615,422.7128382544775,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4425,533.6088826870285,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5766,793.6055033270626,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5715,840.041008426321,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4786,234.5761398194471,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5458,680.3698895372866,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5068,438.7793778439065,1,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4583,622.063061057712,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5095,551.5915730719204,2,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5407,859.9257941966071,1,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4665,322.9318888745793,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5796,1227.2826186382988,3,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5192,864.8998861735232,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4881,472.12988106732075,2,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4665,182.26499545701643,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4271,613.2806197385812,3,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5174,698.2600921194801,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4763,624.9472474577979,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5331,677.69670532699,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5548,739.0604379560334,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4584,829.0481675793308,3,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4646,653.956891182306,1,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4820,806.0130581008594,3,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4864,798.3328270283212,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4209,431.14077680153963,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4910,720.7435512720423,1,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4769,862.861700426119,2,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4346,409.7453539803976,1,3,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5113,572.8945631540032,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5409,797.6911278779851,2,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5551,669.0315328230486,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4515,837.2467154822059,2,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5615,739.5504141710487,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4826,545.7745031943208,3,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4390,650.5107917471354,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4908,404.95075935405623,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5304,363.13995220611645,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5062,807.0166682519966,3,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5230,1069.3139331420011,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5995,645.3771926523212,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4291,533.4985913835302,2,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5359,787.3039511010146,1,4,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5153,758.401667173267,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5272,583.3235427924064,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4370,433.99705969720344,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5698,747.4072571153843,3,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4973,582.1949209055933,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5044,511.0730907823018,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5349,630.7353758942518,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5170,668.3402682398495,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4782,587.7593937363082,2,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5953,893.9222507164163,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5510,557.1831297431567,2,4,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5292,841.5506341618477,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5300,239.1372316734569,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5856,715.1935055956865,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5329,537.9082680466148,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4320,721.836360070758,2,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4343,856.7033235898664,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5353,867.4896949645198,3,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5476,768.7031597530995,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4955,652.4261581384483,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4721,1005.5422211409247,3,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5249,832.5428760616073,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4967,492.02848942039867,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5887,570.9111058334098,0,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5285,714.8824090542465,3,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5248,480.5145846907779,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5185,440.23547396792094,3,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4931,507.7199390015794,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5270,843.091885512472,2,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5458,622.9967010727651,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
6287,924.8606546087761,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4118,491.8991510429332,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5199,573.1279896310086,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4905,595.4244303955186,1,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4697,611.0300181165081,2,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5082,679.0756297823161,1,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4716,501.6947200871067,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4906,647.8592208666685,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4927,603.6290471192809,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5253,710.7307260153209,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5356,1001.9169071657662,3,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4819,463.3863083193992,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5082,744.8158790057537,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4051,468.0343435407603,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4767,733.0848035181161,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5737,527.6441016836136,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5383,1214.7081925077257,3,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5525,963.865456039849,1,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5401,574.8487194216198,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4465,306.7235909217013,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4748,856.258714832492,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5475,831.8788923290706,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4831,468.67641426810997,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5121,889.5149549197681,3,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5155,595.9614504214546,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4872,370.99690659612367,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3828,575.9426264118424,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
4284,507.0860730883858,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4878,393.66023546958405,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5051,193.21659117051476,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5000,823.1261300003334,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5872,785.2883168877802,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5261,403.48715307372976,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
5113,750.6076056159334,3,4,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4715,310.0424319454807,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5137,743.8495632514931,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
5953,524.1120126321393,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
6076,521.9061959377666,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
